step,vx_20_50,pressure_20_50,singularity_count
188,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
189,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
190,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
191,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
192,0.0000000000e+00,0.0000000000e+00,6.0000000000e+00
193,0.0000000000e+00,0.0000000000e+00,5.0000000000e+00
194,0.0000000000e+00,0.0000000000e+00,1.9000000000e+01
195,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
196,0.0000000000e+00,0.0000000000e+00,1.7000000000e+01
197,0.0000000000e+00,0.0000000000e+00,1.7000000000e+01
198,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
199,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
200,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
201,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
202,0.0000000000e+00,0.0000000000e+00,4.0000000000e+00
203,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
204,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
205,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
206,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
207,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
208,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
209,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
210,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
211,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
212,0.0000000000e+00,0.0000000000e+00,4.0000000000e+00
213,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
214,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
215,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
216,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
217,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
218,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
219,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
220,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
221,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
222,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
223,0.0000000000e+00,0.0000000000e+00,4.0000000000e+00
224,0.0000000000e+00,0.0000000000e+00,1.9000000000e+01
225,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
226,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
227,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
228,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
229,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
230,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
231,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
232,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
233,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
234,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
235,0.0000000000e+00,0.0000000000e+00,1.6000000000e+01
236,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
237,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
238,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
239,0.0000000000e+00,0.0000000000e+00,1.6000000000e+01
240,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
241,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
242,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
243,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
244,0.0000000000e+00,0.0000000000e+00,1.5000000000e+01
245,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
246,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
247,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
248,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
249,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
250,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
251,0.0000000000e+00,0.0000000000e+00,6.0000000000e+00
252,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
253,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
254,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
255,0.0000000000e+00,0.0000000000e+00,1.5000000000e+01
256,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
257,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
258,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
259,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
260,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
261,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
262,0.0000000000e+00,0.0000000000e+00,1.6000000000e+01
263,0.0000000000e+00,0.0000000000e+00,1.7000000000e+01
264,0.0000000000e+00,0.0000000000e+00,1.9000000000e+01
265,0.0000000000e+00,0.0000000000e+00,2.1000000000e+01
266,0.0000000000e+00,0.0000000000e+00,2.1000000000e+01
267,0.0000000000e+00,0.0000000000e+00,2.1000000000e+01
268,0.0000000000e+00,0.0000000000e+00,1.8000000000e+01
269,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
270,0.0000000000e+00,0.0000000000e+00,1.8000000000e+01
271,0.0000000000e+00,0.0000000000e+00,2.1000000000e+01
272,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
273,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
274,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
275,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
276,0.0000000000e+00,0.0000000000e+00,1.6000000000e+01
277,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
278,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
279,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
280,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
281,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
282,0.0000000000e+00,0.0000000000e+00,1.9000000000e+01
283,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
284,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
285,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
286,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
287,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
288,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
289,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
290,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
291,0.0000000000e+00,0.0000000000e+00,2.0000000000e+01
292,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
293,0.0000000000e+00,0.0000000000e+00,1.7000000000e+01
294,0.0000000000e+00,0.0000000000e+00,1.5000000000e+01
295,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
296,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
297,0.0000000000e+00,0.0000000000e+00,1.5000000000e+01
298,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
299,0.0000000000e+00,0.0000000000e+00,1.5000000000e+01
300,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
301,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
302,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
303,0.0000000000e+00,0.0000000000e+00,1.6000000000e+01
304,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
305,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
306,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
307,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
308,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
309,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
310,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
311,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
312,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
313,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
314,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
315,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
316,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
317,0.0000000000e+00,0.0000000000e+00,1.6000000000e+01
318,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
319,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
320,0.0000000000e+00,0.0000000000e+00,4.0000000000e+00
321,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
322,0.0000000000e+00,0.0000000000e+00,1.5000000000e+01
323,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
324,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
325,0.0000000000e+00,0.0000000000e+00,1.6000000000e+01
326,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
327,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
328,0.0000000000e+00,0.0000000000e+00,6.0000000000e+00
329,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
330,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
331,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
332,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
333,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
334,0.0000000000e+00,0.0000000000e+00,5.0000000000e+00
335,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
336,0.0000000000e+00,0.0000000000e+00,1.8000000000e+01
337,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
338,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
339,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
340,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
341,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
342,0.0000000000e+00,0.0000000000e+00,1.7000000000e+01
343,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
344,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
345,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
346,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
347,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
348,0.0000000000e+00,0.0000000000e+00,1.7000000000e+01
349,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
350,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
351,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
352,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
353,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
354,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
355,0.0000000000e+00,0.0000000000e+00,1.5000000000e+01
356,0.0000000000e+00,0.0000000000e+00,1.7000000000e+01
357,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
358,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
359,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
360,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
361,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
362,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
363,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
364,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
365,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
366,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
367,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
368,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
369,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
370,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
371,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
372,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
373,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
374,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
375,0.0000000000e+00,0.0000000000e+00,1.5000000000e+01
376,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
377,0.0000000000e+00,0.0000000000e+00,4.0000000000e+00
378,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
379,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
380,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
381,0.0000000000e+00,0.0000000000e+00,6.0000000000e+00
382,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
383,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
384,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
385,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
386,0.0000000000e+00,0.0000000000e+00,6.0000000000e+00
387,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
388,0.0000000000e+00,0.0000000000e+00,1.6000000000e+01
389,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
390,0.0000000000e+00,0.0000000000e+00,1.6000000000e+01
391,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
392,0.0000000000e+00,0.0000000000e+00,1.8000000000e+01
393,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
394,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
395,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
396,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
397,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
398,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
399,0.0000000000e+00,0.0000000000e+00,1.5000000000e+01
400,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
401,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
402,0.0000000000e+00,0.0000000000e+00,4.0000000000e+00
403,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
404,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
405,0.0000000000e+00,0.0000000000e+00,1.6000000000e+01
406,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
407,0.0000000000e+00,0.0000000000e+00,1.7000000000e+01
408,0.0000000000e+00,0.0000000000e+00,1.9000000000e+01
409,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
410,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
411,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
412,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
413,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
414,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
415,0.0000000000e+00,0.0000000000e+00,1.2000000000e+01
416,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
417,0.0000000000e+00,0.0000000000e+00,9.0000000000e+00
418,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
419,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
420,0.0000000000e+00,0.0000000000e+00,1.5000000000e+01
421,0.0000000000e+00,0.0000000000e+00,1.3000000000e+01
422,0.0000000000e+00,0.0000000000e+00,1.5000000000e+01
423,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
424,0.0000000000e+00,0.0000000000e+00,7.0000000000e+00
425,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
426,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
427,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
428,0.0000000000e+00,0.0000000000e+00,1.5000000000e+01
429,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
430,0.0000000000e+00,0.0000000000e+00,8.0000000000e+00
431,0.0000000000e+00,0.0000000000e+00,1.1000000000e+01
432,0.0000000000e+00,0.0000000000e+00,1.4000000000e+01
433,0.0000000000e+00,0.0000000000e+00,1.5000000000e+01
434,0.0000000000e+00,0.0000000000e+00,1.0000000000e+01
435,0.0000000000e+00,0.0000000000e+00,1.7000000000e+01
